email_id,date,subject,body_preview,word_count,num_links,num_exclamations,capital_ratio,special_char_ratio,has_html,email_length,sender_score,label
EML03903,22/12/2021,WIN $1000 NOW!!!,v s w x m y l d l l selected z p z k s click a b free j u e w v limited v j m n c t j j o c y r w a o v e c x o l z f g ,54,6,49,0.32,0.3148,True,131,67.98,spam 
EML03672,9/12/2020,Special promotion for you,e v l e earn a w d j a l c g z o w d v h y q guaranteed u v l cheap k b v q e p z l s v h c f v limited h r c l q g x z ,263,2,23,0.41,0.0989,False,583,30.17,Yes
EML03767,11-11-2020,Cheap Viagra online,o h winner j u b b o f k c a t h f l x r k i c o r o q s v w o q e t q q d d t v y s c s d b c a t x h p n r r i e oppor,71,7,29,0.6,0.0282,YES,169,40.42,spam 
EML00835,19.9.2022,100% FREE no obligation,click p u s y r z s d f l x cheap k c a v win d s b c q e j d winner u exclusive e m a e e h k v p profit c v c e j o y ,194,4,21,0.61,0.134,True,492,62.15,Yes
EML04298,2024-04-22,Report draft for review,o w m n k r b m n x o o y h s m d h s c n h f u l u q w f d b z a g u o w y n c l b attached c y z h i h a f d o c j u t,167,0,2,0.13,0.0539,,377,35.44,ham
EML03458,26.7.2022,Conference call notes,c l u l i feedback t m b n y j g u team i p c r u p y q s l u u h team i l e u v q u i j s j m d k m z z t h meeting l s,60,0,10,0.03,0.4333,True,,77.35,NO
EML03039,6.4.2022,Weekend plans,g j d g j e confirm o h k q j p b e x g t report discuss forward o c h m j j n b p j k k o z w m w v s e m d y s y j l t,172,0,15,0.13,0.1512,True,427,59.03,Ham
EML03703,2024-04-20,You are a winner!!!,g v z p w o z f u r b w prize u e f v v z v t o q cash v n discount o offer k urgent f o cheap o winner n x y h o cheap ,254,9,20,0.52,10.2%,false,654,86.45,YES
EML02031,,Project update,t u x u o p d n x d d m n f k k a k k e w w m o t k u please m v o i r c r t y q i,39,0,1,0.2,0.4359,false,82,69.25,HAM
EML01494,11.10.2022,Act now before its too late,prize p j p e v s exclusive urgent o c k money y j z s f o l g s h i z x c n p congratulations l x c s i u u t p r p d y,74,4,22,0.45,0.3784,False,204,60.01, spam
EML01985,14/8/2022,Exclusive deal just for you,t l f i discount k l q x e t e g f k x u y m y e x j offer d free i f t g a y v w v n k o q click z y v p m m j z c earn,93,2,6,0.42,0.3118,False,219,98.33,1
EML01594,9-20-2024,Click here to claim prize,k i a n w n k l n n m c w l p o n u z b v x v s h opportunity v n h q y q g o r s z i e z p s s u b c j a r x l e g i y ,193,4,48,0.63,0.1244,False,441,58.34, spam
EML03516,13.9.2024,New feature release,f s s k n h l i regards c agenda update o g o q d q u z u project p a r j s y meeting x t w project y q o t m m j b t f ,158,1,19,0.07,0.1392,True,372,86.2,ham
EML01105,,Conference call notes,g b g s f y d p i a p x g f g e u x m k best k n y c y b i u c r v b h h g agenda a m x v u attached e n z u t i f y z i,190,0,19,0.09,0.0316,NO,446,188.22,0
EML00792,,Report draft for review,r feedback z g m d p j j y a u z g i p f s review j k w m d z i q j m p d w n c i i o m c m e z o a q z f v y p f projec,101,0,16,0.13,0.0594,True,244,83.62,No
EML00109,,Lottery winner notification,r d r m cheap a y q congratulations l d m m t n k s i v z b z x win d i c d p u y o j k h r r w z q l z o v d a x j f t ,176,3,11,0.46,0.0625,True,,79.69,spam 
EML03014,24.9.2022,Click here to claim prize,c selected x y g w k profit d i x u x j o selected h r j f s n j q n winner m a l v p x w z earn j z y t j c m money l w,224,2,9,0.41,0.0848,True,522,61.37,YES
EML01505,8/10/2024,Your order has shipped,h schedule f looking i y i b t v k i m l confirm x y x r m j e a w y k w j g r x r b a l r best e q h w l s e c o a e m ,186,2,19,0.0,0.1237,False,427,-5.01, ham
EML03349,,Earn money online fast,g x h g n e e d e z k x u z f w o l w v m f p o z h l w v cheap j g m n w e l m b j b z c cash i u n a d a w l r u i k t,173,10,20,0.72,0.1734,False,386,59.95, spam
EML03877,17.11.2021,Earn money online fast,n v l x n b v o d f w g n t i t c r m d i t r y n p s s j k f n c cash discount z winner s s j c w q b r t i g j d e k m,282words,2,35,0.67,0.0851,True,678,,SPAM
EML03848,2020-11-07,Your order has shipped,o o l j m e v y n i l k x j z p c t m w a a d m p w j m e t q v o d c s j best i o x v confirm a c n e t j n l p o u y z,149,1,11,0.09,0.0,False,338,50.74,NO
EML00209,17.6.2023,Your order has shipped,o e q k u j i l agenda o c g m b r please document z t e u s z forward u k s,27,1,19,0.19,0.9259,False,76,3.25,No
EML04719,27/10/2023,Re: your inquiry,v f g discuss feedback b v c g y c i p thanks i s c b z f v i i o j u c review k p p x a n o n follow h l o e z o m k n ,160,2,14,0.16,0.125,True,393,,0
EML04392,2-9-2020,Nigerian Prince needs help,l i q b m o j h c z opportunity p k v p q u r r m b b s x f p o b v e winner y f exclusive l c g r n h x x c a f v t c r,166,3,34,0.4,0.0301,True,383,6.29,1
EML00934,,Happy Birthday!,v c x q r s a i x confirm l w v o y d j b thanks o h b i b t i p x s r f s t s regards i f m t i t w i g c b q,47,2,1,0.12,0.0426,True,110,59.66,NO
EML01318,,Quick question,v t w t k p o h looking v z f f v n b w c w t looking s j l j f project d c n y p n e c r x v v v c,41words,2,5,0.19,0.1707,False,99,94.3,ham 
EML00967,5.1.2023,100% FREE no obligation,o g g b y e h p f l u e y n s earn y q v b u c urgent q o z t f m t w l guaranteed y f t m winner t b f p n o u w r k c ,136,9,16,0.67,21.3%,True,337,,1
EML00846,2-25-2021,Re: your inquiry,y best y q f q w v l a f q n a q x s f l o w p p z please n r c q please i document d i h i d s r z n j a b v f r m t p ,139,2,17,0.01,0.1583,False,318,52.8,Ham
EML03383,10.9.2022,Cheap Viagra online,c p m d cheap h h v h f f k i b g k limited j o o w i t k b h u d v earn w e z l q g v k s x w o winner p m l j w d free,54,10,48,0.65,46.3%,False,128,4.1,Spam
EML00553,2021-01-18,You have been selected!,d j n w j k o p c u d earn a w a j z u g urgent d b u i n h e z z p j j z b v l l b c s i e h x m k f x x u u l g b t q ,218,4,33,0.77,0.0963,False,508,93.02,Spam
EML03340,9-9-2024,Nigerian Prince needs help,urgent h k l h z w p g d y g n congratulations j t u r e j s s m w x w opportunity limited prize c x n o q z j winner y ,251,5,22,0.68,0.0797,False,645,18.88,Spam
EML04460,,Quarterly report,o v s z c m c h i y s c l feedback h b e n d best,20,1,13,0.19,10.0%,True,49,52.35,HAM
EML03988,21/6/2020,  Congratulations! You won  ,y a click k i h e w v c urgent v c z j l b i z s j p congratulations earn u q w k q d z k l z v u i s p i s b b l l chea,248,10,36,0.31,0.0605,True,627,28.61,YES
EML05315,27/8/2024,Buy now limited offer,r g h q p k r w m c f h h d u i a w t r f a u c congratulations s r j p r w u k c a q q a r c t l a z v x e o m e t w s ,55,2,25,0.73,0.0,False,123,13.89, spam
EML00100,17.8.2022,Nigerian Prince needs help,x z x i f p y b x e t m y y x a a exclusive x m r h i t y i r e exclusive r j m z c l t r t w k l y opportunity y j z y ,71words,8,9,0.32,0.2817,True,167,99.94,Spam
EML03660,3/11/2024,Your order has shipped,b j n x h w n r i u q t p v p z n e w document h s o n j f v h t s a l c d r i q report k c e a g c g l r s z d t h,52,1,4,0.12,0.4808,False,115,89.56,ham
EML04474,1.1.2021,Book club meeting,v m z update j e attached i q s c z d z a g e r n u e v k j discuss l g k o b s s v q w g k p b a a looking a report o n,112,2,15,0.03,0.2054,True,290,26.73,ham
EML02602,,You have been selected!,s limited d l w guaranteed y p y k money v q a h x l f c i winner q c m x j o k p t s e k c free t h k w y x l f g a e m,77,10,31,0.79,0.0649,True,180,43.37,Spam
EML02622,14.3.2024,Report draft for review,o t j u f x g o e x discuss c looking d e o i e y r n q i m b m y z i f i w j o q l m y x u d u u attached m m u y agend,195,2,15,0.07,0.0051,True,474,90.24,Ham
EML03295,27/8/2021,Quick question,i r i x r c m u x u l i u e q o c thanks t o i s g m k l h v m r m v a d h z d q k schedule a attached follow z w g p g ,136,1,6,0.05,0.0882,0,345,5.15,NO
EML04738,20/12/2022,Conference call notes,z l h i a a p y schedule p j b k f x d i m b q k c x s o n d m t y d t h q z agenda m n o s g b m u document s o j n x h,172,2,17,0.16,0.0291,True,444,63.36, ham
EML05068,2020-11-06,Make money fast,k winner z w c f h k t q l p t h b v e s b s t p n q s v t win r c t p a o l j b b z q c r p d limited o m q a q t g k u,148,4,25,0.62,0.0068,False,345,,Yes
EML05027,,Happy Birthday!,n u c o w b p e v o x schedule q h c c v m j f e a project v z x h d m v a j v a z j m n z y w j r s m p h f q e z n f z,129,2,8,0.13,0.0698,True,284,3.66,NO
EML04789,,FREE GIFT for you,z i n g i p s t v m l x p n e g x j e guaranteed selected z c free b s d j m n h s i f x j q cash v h z a y n t h a p s ,229,9,9,0.53,0.0655,NO,543,42.54,yes
EML00005,,You are a winner!!!,s r k e r w s s n f v m discount w g d q p a selected c e limited g y s o m n k h m n m l j j winner j q b d s a g e p b,96,1,25,0.46,0.0729,True,237,64.59,1
EML00899,9-13-2021,Conference call notes,v p o t m k d v r looking w g y g w y z k q l f v s y v attached n v l j w n v k m a s j p i l t t e b k d m m f m w u k,178,2,15,0.2,0.0506,True,426,62.1,ham
EML04200,2020-02-03,,e a selected a l z r d q q r win e d r f d g exclusive i r p t t k m selected i m s u l c y m n s y z e n o a q p winner,96,9,16,0.63,0.2188,True,225,76.55,1
EML00264,19/7/2020,Lottery winner notification,l a j k m money s w r guaranteed j f p k m m y click e o f o z r x s c s j x g free x u u u h guaranteed t j h m c q win,169,10,23,0.33,0.0414,True,397,124.01,spam 
EML05384,2024-12-20,URGENT: Account suspended,win l r a n g r g urgent r a r n m e v e n a p r b v a i d s l r j c l y c y f g i n u s l w h b t f w u r y v d l z i j,90,9,25,0.68,0.1222,YES,205,72.18,Spam
EML04086,27.8.2020,100% FREE no obligation,d t e u g l q s v z j n w j v d profit a m a t b v p selected w v y u urgent k c w y money k b q t urgent b j k a z prof,162,10,36,0.78,0.0802,False,439,44.81,yes
EML03293,6-14-2024,Re: your inquiry,h b s e document w w y b r o e f p x u t h s q o m i e s document c document z e k n k project k r k b z g h q b e f s u,104,2,8,0.17,0.0%,False,255,83.87,Ham
EML03839,,Reminder: dentist appointment,y o d p i l w l q g feedback y t q i i o c team t g p g u s b b u n a x l o w u k p c thanks update v f t o w g t x m e ,174,1,1,0.03,0.0632,False,415,64.42, ham
EML03486,23.3.2024,,q o buy a z a i s u e w i v k o i h j f n k d q d g u u win r u v i y v click k q y d q x p y u f q g r j u r r b q b f ,224,6,44,0.65,0.067,True,555,21.64, spam
EML04005,2022-02-25,Quarterly report,r s t n x c l r document i p z please t q e k v k a m e r t b team k w b w k discuss g t y x d i l y please s j b k f p ,105words,1,2,0.16,0.2,False,242,46.64,NO
EML00312,2022-05-20,Reminder: dentist appointment,o c a z n l d s w s e s i r t u j a g b o w t l b z m thanks h y g g s g v x follow j looking u e a r d j g j q u z w s ,184,0,3,0.17,0.1576,True,407,75.94,NO
EML03144,2023-10-24,Weekend plans,x b j w regards r s c y l q p h t a j q w a b y q z l update g y m g d thanks schedule u r document x g m s q k d z m e ,187,0,10,0.0,0.0053,True,427,38.14,no
EML01346,21/12/2022,Invoice attached,b l s k thanks u y h team x w d o a q n c please thanks m o b o n d document y y x i d f t i d m k g r q j o g x b t c t,88,1,20,0.06,0.1136,False,235,33.05,No
EML05034,17/4/2022,  Hot singles in your area  ,buy k f n k n p m opportunity e t r cheap u b p s j e h s v m u q n k n f c p e opportunity g l r r s l a s i z q y n s ,175,10,18,0.44,13.1%,True,402,8.03,YES
EML03381,2/11/2022,Buy now limited offer,m d t q i limited x x o a r y q g m k l k m x u d money m s k b e j s opportunity v o h m q p c h w h f v j h x w p r fr,68,10,42,0.33,0.1029,False,158,14.99,spam
EML02562,7-11-2022,Nigerian Prince needs help,s o c q b r f offer z y d v z d y g s s w o b l l free c x w p t h f earn a u c q w n h r a t n t u h p u s h h f h s o ,63,6,37,0.63,0.0476,false,135,95.16,YES
EML02306,,URGENT: Account suspended,x n z m limited x m j e p v y m m x d earn i n n u w l f v v b q i q j s c i x b a a q t d h u q m x o o u n a l p b a e,298,10,30,0.59,0.0101,True,689,79.69,spam 
EML00500,2022-03-16,Project update,e a r u follow n a schedule r n y n e forward g d r l s p o g k u l o u p i f q j x s s d y t looking b f e confirm r w ,122words,1,0,0.03,0.2131,True,302,51.18,ham 
EML01841,,Dinner plans,j a z v f b follow b v f u x a j t w b o e a confirm u d g g y j h s o p u n z v i c m regards p w h c e review u l e j ,186,1,16,0.11,2.2%,False,449,89.11,Ham
EML05332,,Quarterly report,s b a o w update a y h c g e z meeting n h j a p a j w b g e j h y i t d l y i p j o n k a a n l u review j j y u y x w ,150,2,4,0.14,3.3%,True,378,38.03,ham
EML03283,18/11/2020,Team lunch Friday,x k h q x k h u j z e q v i o f m c e e a g m discuss g p v x k n y p p k z x l v v i v b r z d k i c b p l please y e w,135,1,20,0.09,0.1407,False,303,9.57,NO
EML01860,10.8.2022,Your order has shipped,x j s p e r s l o a z o s e f v looking l review s s j q f z e i v l l y,31,1,14,0.15,0.0645,False,72,71.44,ham
EML00557,2022-08-07,FREE GIFT for you,w n t u b w winner q q h f l b profit t q y z q x o i j f r r cash d s a r l g s i p y s u f n w t h l t selected e d i ,106,3,23,0.4,0.066,False,256,19.95,spam 
EML00773,,Invoice attached,y n t o y u y e v follow y r g p x a n h m a s m e q c g s a p r x a v g j project j i t d s b u z r q s u n z l r z k n,184,0,11,0.19,0.0435,True,465,6.02,ham 
EML01400,2021-08-27,Buy now limited offer,g x v d b f w k d u q m y x a m t m k l a h n a n n b u i j r v c cheap j m i h limited c s j l exclusive t d g z k k i ,273,2,42,0.53,0.0293,True,653,,yes
EML05460,5-16-2022,Exclusive deal just for you,r e q i m r s b v m e m t prize r i w w c j w z r b t o b i q s x t m g t f y x c x f buy b w y y w z q i i j j a m k l ,200,3,34,0.8,0.02,True,471,187.65,1
EML03482,15.3.2022,Re: your inquiry,v c p g f v f please q t e please looking b q w feedback x meeting w confirm v looking n j s b project e o j please e p ,133,1,2,0.18,0.015,True,373,18.94,no
EML04051,20.7.2020,Buy now limited offer,b m v f f h f n v m l l z u l p y z q h y p e c p t x k q buy earn c s money f n v n a l r w m y h prize k c l j l i v g,232words,9,10,0.56,0.069,False,549,54.88,spam 
EML01018,5/7/2020,Newsletter,w s n g l u o m meeting k h a a best n o x o o b q feedback g d f k x y d t confirm m a thanks g attached a w i b x l j ,188,0,11,0.16,0.1011,True,459,,ham 
EML02831,2020-12-28,  Exclusive deal just for you  ,h h c a e r f q j m v b o v q b i f g s j g f e e w q j u t d x l a o cash o x g y c opportunity e k n a c k j t f u urg,130,8,11,0.33,0.0385,True,311,90.96,spam 
EML04804,,  Follow up on our call  ,j q k e q u o p s g w k discuss l j r agenda k h a o s best k u t j r r r k m t u o h looking i review q s t r q a d u y,61,2,11,0.08,0.2623,True,146,18.32,0
EML05096,,Quick question,k o i s m n q o n i r v s n q m r n u z k l confirm v f j z z s b d d,32,2,18,0.02,81.2%,True,69,28.91,NO
EML02238,2024-08-23,New feature release,d y update c a t i d u w w r z w b l x u e i s l b m g y m e l j l w discuss d t t h k p g r l m t g s j j w o g p z s n,130,1,2,0.11,0.0308,False,295,56.38,HAM
EML01571,17/6/2022,Team lunch Friday,p attached j e regards r d f e u h c r meeting n y g g m meeting confirm a z schedule q m m m k z q d j t d n r s u c c ,89,2,8,0.15,0.0787,True,228,35.67,ham 
EML01753,2-10-2023,100% FREE no obligation,m f g d c i p v s t f guaranteed d q h f i i v l t e m d b m s a n m w f q k z g b e h b j f y s f v n w v y k t guarant,64,7,43,0.71,0.0938,True,162,66.39,spam 
EML02414,21/6/2021,Earn money online fast,i b p a h i q i l l v l winner d r click w m d w v u b q l d s o w g d urgent money a k y y x v d d f t win u u o y f s ,154,4,32,0.75,0.1883,False,368,0.68,spam 
EML04686,17.1.2022,Book club meeting,o v t o y k n m n t t o a p w l k t e u thanks v x e i i d p c s n x x t w x x s d project g f h a s m u r x x x l revie,188,1,2,0.09,0.1543,True,467,28.05,no
EML04075,19.11.2021,Project update,v z please m project n o l f t k x t b l i f t t g w w w s b x e j q h w thanks n j j g r f q e a f v p o e please b v v,142,0,0,0.2,0.0634,True,327,,no
EML05172,16.1.2024,Earn money online fast,opportunity a y n r i j d x s h n a s e z n z c u money g r c y u v a d w g h x c z v p k d z a t e r y e b m n f cash j,105,10,5,0.68,0.1905,True,246,14.3, spam
EML02389,2020-09-07,Follow up on our call,z g u o x x q y l y a forward l y e c r v c r f k p q x e i g w l f forward e g y s n g t z x w i a g n l l c g z t p l ,129,0,20,0.18,13.2%,False,306,0.37,Ham
EML02116,10-19-2021,Lottery winner notification,o h j t f z k g congratulations o j r g o w a v z f e h r s j e y r e e e y n h r g z h a n m u offer t x n urgent o n c,89,9,16,0.43,0.3258,True,210,87.77, spam
EML01775,,Newsletter,s j l g w x p h v y u m k r f p w u o h r g r l confirm k m p r team e n v team schedule e a g t thanks w q t f b w a o ,97,0,1,0.2,0.0%,False,238,26.33,0
EML04064,26/12/2021,Act now before its too late,s h h f x v limited g i g p q x b x k t p d g j d n h l g l h v v p i u x x money l winner g n f i i g q w j t z g o y g,97,9,29,0.45,0.1134,True,232,89.82,yes
EML01035,2023-08-05,Buy now limited offer,c g r click v i t q a selected t w f q s k o l n x o f exclusive urgent x p d profit g w w f b o x h e t j t q exclusive,105,9,5,0.49,0.2095,True,261,25.39,yes
EML02970,9/10/2022,URGENT: Account suspended,k z x t h r g n n l y d a i f x a d b r x n v q p x e b q e b j y u k v q h b x t p cheap e w e guaranteed j h z m l s k,184,7,28,0.75,0.087,False,442,64.27, spam
EML00702,28/4/2022,Nigerian Prince needs help,p o g urgent x a t buy a i f c u r k l u n k w h g i x k a e guaranteed g p opportunity f f b e k q l z h y n j x s g e ,261,8,40,0.33,0.069,False,621,72.44,1
EML03932,5-26-2022,Weekend plans,s g i c g u k c r d s a follow c w d b e o s f g f m w y x b r q y best y h d g k f l agenda r n h g p h b k j t s j l c,123,1,6,0.14,0.1138,False,294,25.61, ham
EML03391,2023-10-11,Book club meeting,j k v best h u y o u p t w forward b t i u l a y e s r h x h k u x o j j v r m a u d c n w x p g n v y r thanks u k z a ,192,1,17,0.13,0.0469,0,442,,NO
EML02360,12/8/2020,Meeting tomorrow at 3pm,a meeting x x regards j g p l document n y m c m j a p h t t r t p o h v y y d y k k review i v u r m t h a w j s r v h ,113,2,2,0.15,0.1504,False,278,88.76, ham
EML00015,2022-06-21,Thank you,please l h s m g u x l q c g m k w q k w y m c e g q c x w k o y g n v p a h w m y u o x v v q n w x z x l c h h regards,171,1,11,0.12,0.1696,True,381,-0.52,no
EML00127,27.2.2024,Earn money online fast,x z u x v d c f e q f z t d q t s w n h v o b a e i o q q i n q t x d prize o n n e x d money h s free i n win l limited,78,10,33,0.32,0.3718,True,197,57.72,spam
EML00019,2024-05-27,Re: your inquiry,f w e p x i v v m r g q r r h a t s meeting y thanks v m p h a a t t x b n n z v a update l j d o d h j meeting e v w m ,115,2,4,0.12,0.2174,True,,54.41, ham
EML01812,17.10.2022,Reminder: dentist appointment,e c v g s n d q f m n e c a y e t f j j s k o regards d d project w x k u s q t x z w n c g p o t n d z update k h m b s,84,0,12,0.11,0.0%,False,193,2.07,ham 
EML03069,21.4.2023,Make money fast,r q m w u exclusive u b z a c u z v z a q j selected u money k t j o n exclusive f r j p a n v money f x t h c prize t i,213,7,18,0.35,0.0892,False,538,97.51,YES
EML05153,2022-10-12,Hot singles in your area,f f d p k j buy k b k v k w selected t o x h v g u x free g n l i n win g u d s f y l a r r prize t w j q s b i profit d,277,6,12,0.42,0.1047,True,672,,spam
EML02747,2024-10-14,Special promotion for you,o q t x n z o o z v f b i p h h e y w u f y b f t m b a t f d d t guaranteed l b u cash p s j i t a w limited t guarante,290,4,40,0.58,0.0345,True,706,66.71,YES
EML01836,1.11.2022,Re: your inquiry,j p update v n s f k l n discuss w thanks v r t j z f d j v o n n o h h i j v o h w w t m k l a f v j n s p o g m a k fo,176,0,18,0.14,0.0625,False,432,92.51,No
EML00593,9-11-2023,You have been selected!,c y q o w v f money y offer y q j o x w n click y i z o g o u x o b w r c b f b discount n i urgent u e z r r free e j w,64,2,8,0.56,0.3906,True,158,92.82,YES
EML04776,2023-12-25,Invoice attached,m p i v w h u f e s t g u f d u document x o h c c z y,24,1,19,0.17,0.125,True,54,99.18,NO
EML02678,11-27-2023,Nigerian Prince needs help,p w j v prize free s m k k l i i f a y z f d l p o i l c r congratulations e p c k r o h y a p w b a i q w l a a t q o k,136,7,45,0.77,0.2206,True,308,25.9,Spam
EML03834,2022-03-10,Job application received,c i f s k z k w n n o n j u thanks g x w n r s p a r y y j o q y u a c i c m v,37,2,8,0.08,0.8108,True,78,62.48,Ham
EML05394,,  You are a winner!!!  ,e l exclusive h o limited x n b f f buy g n x u t d s e o j k e n n prize exclusive k e b f t w n q discount q z f d m v,193,4,15,0.68,0.0725,True,489,26.12,yes
EML04915,17.10.2024,  Invoice attached  ,q g a n t c f i team s discuss c forward l project u h g b k y q s n e attached q n w s g w v k l l c h q h k e b c o k ,103,0,12,0.15,16.5%,False,257,90.26,Ham
EML05186,,Follow up on our call,y v y a x a l f f x u n y a v i h a c n m z a e m,25,0,13,0.01,0.84,True,49,,ham 
EML01718,2020-01-22,Newsletter,h x u m thanks o f q i t r f j t schedule j p r o m f x p g b discuss f v m m i m s e s e j o e a j d k r project y c j ,184,1,8,0.07,0.0543,True,492,198.9,HAM
EML00212,2023-06-07,WIN $1000 NOW!!!,l r p a r t offer g z j d f x x e h k u a y h c v b w s z u d y t j p i d b c r p f d y j g x h exclusive m c e e q t x ,210,8,45,0.6,0.0762,False,506,35.04,Yes
EML04321,2021-04-22,Work from home $5000/week,selected j l r buy c c s y r v x x b m b p h z x p w n k m cash a v n k b f b e n k j e g q j d j q u h b x e d x j i of,239,7,41,0.64,0.0753,True,554,81.41,1
EML03169,,Work from home $5000/week,o x m b q h w e b h p v s n m u i g x e d h e l s e a u l l m o z d money r x j f winner r x r q x p j z v w d g win pro,274,7,47,0.76,0.0839,True,641,21.07, spam
EML04729,,Project update,p k c h u z agenda z m p l a l p b k x u v b i k t r z w s o v m t k n b m document f m j s p c p d e z u p v l y m o h ,91,0,19,0.1,0.044,False,,57.25,No
EML03797,28.7.2023,Buy now limited offer,u c z q win n k e c o i opportunity z a u j free l c h r h l b q j r q p b q v l r f profit e u s j q v a c v m z e o n ,192,1,11,0.37,0.0573,True,472,9.2,Spam
EML04736,4.2.2023,Invoice attached,u p i y c b q r n x n v k o i v k q q p o meeting z schedule g y q f e y n p r h c report f e w e h k e m y t meeting x ,143,0,9,0.01,0.1469,False,360,39.4,ham
EML02784,3-4-2021,Lottery winner notification,h exclusive t buy j d y j winner k v o r v l z o b s s h i c n h n f b s y g w p z x v o money q s r k l h y y v b j p g,222,9,7,0.8,0.0495,False,535,75.76,SPAM
EML03361,22.5.2020,Cheap Viagra online,x p w h f b h o y y l b v h z f g o i k g x f r f h q e p t o j c i u p k c f u i p t y b s t limited x o g y u w w v q ,148,10,34,0.77,0.0946,False,352,10.23,spam
EML03256,6-27-2024,Report draft for review,e e y k v z document x w v u g d e i k f z a x p n h please q b g p x attached h w n i n t b discuss y f looking g o i y,182,0,8,0.2,0.1264,True,453,56.16,0
EML04525,8-19-2020,Weekend plans,y schedule g b p g c a x r k w i w y v m d k d h n e a k u c u c p z w z agenda k k r b o g h e c x g u b x u w u t u t ,69,0,7,0.05,0.2319,True,157,16.2,ham
EML01476,4-3-2021,Exclusive deal just for you,l v z c discount s urgent t c s y n k b k l q f h w c o i c g j e cash s y v k i p n f u selected h e h n t money c o h ,224,7,4,0.48,0.1027,False,,176.12, spam
EML01710,17/9/2021,Make money fast,b t i p x w k click y e y m t c cheap l v d c limited f q o j o i b x g y v y d l c g a w prize t x q d r r r c d m k a ,215words,7,20,0.44,0.0651,true,,47.83,spam 
EML01768,2021-06-08,Conference call notes,g n b y u h f s o s v d m j r agenda r attached r s t q i e w k b t x s m d j d g a g u k q g t discuss p y m e y k z a ,191,0,15,0.12,0.0262,True,448,56.42,No
EML04843,15.9.2024,WIN $1000 NOW!!!,k f n earn c u f u z g e s k a m offer q e k f h n k t g w a i y e a w t w i w a r v e y k k c x r r r n v r m win m r b,212,5,18,0.36,0.0425,True,502,85.56,spam 
EML05473,,Job application received,a n m a m p r m r j r t n i z m t o m o j n k i j w p k y f h report r w n j w c p i h u d u o q forward q z g r q b i g,123,1,5,0.2,0.0732,True,294,93.8,no
EML02226,20/10/2024,  Follow up on our call  ,thanks c h r r t m y v discuss n r l i y b x c e w r j h f k i team r t e a m b t m z team z p k l n c w a f v c e c tea,169,2,17,0.07,0.1065,True,405,46.65,ham
EML05372,17/10/2020,Invoice attached,t n t h a u s u u f b h s b j q q p i s j a z b z b l k h d e n i b j x follow m g project w m k k n q c t s c b l p r p,155,0,13,0.18,0.1161,True,374,48.67, ham
EML03140,19/8/2023,URGENT: Account suspended,h m h e f b a j e h w h t p l h i l j k v z x b w e h j q c p f c o cheap j l c o r z free k k l j m t t x w t r b a j u,121,1,12,0.32,0.0248,True,263,60.49,Spam
EML05032,2022-06-28,Cheap Viagra online,m x a d p s p w z g m a a g r s r j l r k i h c y buy u x u win r w o t l k k click k t b k s j d p r free g g v r q q m,213,7,20,0.56,0.0986,True,503,95.1,yes
EML04107,2022-06-15,Dinner plans,agenda r j o u v i s e v f g x h d i y o v y o h z u w g i v t u c k n b p k i p n o h f a j k x a b k schedule c x v x ,133,2,1,0.19,0.0451,True,319,53.51,Ham
EML04439,2020-06-09,You have been selected!,e k d m e m z v a h j h i y r b k h v win n g u w c prize w j buy j y d z c o d q q m q j s b a f m exclusive n a n guar,277,10,16,0.76,0.0686,False,,91.49,spam
EML04958,,Congratulations! You won,l g g k r t click f h d t h l b m h discount r exclusive y u c y z y c b l s o s f profit v k g z g m e d p d i c prize ,62,5,10,0.41,0.3226,True,158,80.44,spam 
EML01176,8-20-2020,  Nigerian Prince needs help  ,j k congratulations z l q s c l t discount x k d e u c b b n k h l e w w h t r m f y u a o f t q r i o x exclusive m m j,190,5,-8,0.8,0.1211,True,474,71.06,spam
EML02924,7-6-2022,You are a winner!!!,opportunity i m v t q o z r g g m e d j f g s o congratulations b p o e exclusive h i e t y h s money n b g a j limited ,82,8,10,0.34,0.3171,True,211,26.55,Yes
EML00218,1-5-2022,Lottery winner notification,i i n d limited a a free n cash z k e q w w l u f f w e n d t u g o j u x w r t n a e x o p w n m n c r j t t l u x s q ,83,2,22,0.32,0.241,True,194,51.0,spam 
EML00897,,Congratulations! You won,z t m e r cheap x u k x h e t j u g v e i j m cash n b n offer o d n w r u d p h x s l limited m t e w e p r o w t urgen,60,5,33,0.52,0.1167,1,143,11.08,1
EML02200,11-19-2022,Thank you,confirm y v please c y u w f o c q g v f r r m g feedback m r g r s p f w p j s q discuss d q v j i w feedback x team n ,52,2,13,0.14,0.1154,False,137,95.67,NO
EML03732,,Quarterly report,i y h v b y i j w w e k a d l n l i o m h s i review n r report g s w,30,2,1,0.05,0.7,True,69,82.1,Ham
EML04688,12-2-2020,Quarterly report,m n d a j b i a l i c r d z u q u j l x a f f j y k h o z d y d l z v s d u k t k s t s g j j a s y l h p p s g c q team,144,1,3,0.09,0.1111,True,308,63.28,HAM
EML05229,12-1-2023,Cheap Viagra online,h m r z v g w u r t v money a k k j b j z i u m w y h h t prize t b m p t t x urgent c q a o m p v u i l o d r z w x u o,96,7,20,0.68,0.0938,True,230,55.29,1
EML04156,7/3/2024,100% FREE no obligation,s q s i w x n e o l i h o z i j z y b j b z d a v b f a e a k s d b b q r j guaranteed u x r n z s y u congratulations g,61words,3,45,0.38,0.0,True,148,66.38,yes
